organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Annual/Pfizer_Balance_Sheet_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/0b38ff0165348b32__Pfizer_Balance_Sheet_Years.csv,01_EVIDENCE/Non-Indian/Pfizer/0b38ff0165348b32__Pfizer_Balance_Sheet_Years.csv,01_FINANCIAL_DATA,Annual,9616
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Annual/Pfizer_Income_Statement_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/47d6a7d6a9a5cd74__Pfizer_Income_Statement_Years.csv,01_EVIDENCE/Non-Indian/Pfizer/47d6a7d6a9a5cd74__Pfizer_Income_Statement_Years.csv,01_FINANCIAL_DATA,Annual,6302
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Annual/Pfizer_Cash_Flow_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/524a6bed9afc5942__Pfizer_Cash_Flow_Years.csv,01_EVIDENCE/Non-Indian/Pfizer/524a6bed9afc5942__Pfizer_Cash_Flow_Years.csv,01_FINANCIAL_DATA,Annual,10539
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Interim/Pfizer_Cash_Flow_YTD.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/6843d964551a2db2__Pfizer_Cash_Flow_YTD.csv,01_EVIDENCE/Non-Indian/Pfizer/6843d964551a2db2__Pfizer_Cash_Flow_YTD.csv,01_FINANCIAL_DATA,Interim,23507
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Other/Pfizer.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/1d537e80b0a0cdc0__Pfizer.xlsx,01_EVIDENCE/Non-Indian/Pfizer/1d537e80b0a0cdc0__Pfizer.xlsx,01_FINANCIAL_DATA,Other,217975
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Other/25Entities_Report_08-16-2026105310092.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/33f3a5ef49406e00__25Entities_Report_08-16-2026105310092.xlsx,01_EVIDENCE/Non-Indian/Pfizer/33f3a5ef49406e00__25Entities_Report_08-16-2026105310092.xlsx,01_FINANCIAL_DATA,Other,77097
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Other/Pfizer_7236b46e.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/7236b46e45993c22__Pfizer.xlsx,01_EVIDENCE/Non-Indian/Pfizer/7236b46e45993c22__Pfizer.xlsx,01_FINANCIAL_DATA,Other,496565
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Other/25Entities_Report_08-16-2026095454575.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/b2fa8e804a89e0ef__25Entities_Report_08-16-2026095454575.xlsx,01_EVIDENCE/Non-Indian/Pfizer/b2fa8e804a89e0ef__25Entities_Report_08-16-2026095454575.xlsx,01_FINANCIAL_DATA,Other,36091
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Other/Pfizer_SEC_Financials.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/ed1c4a6373fed5dc__Pfizer_SEC_Financials.xlsx,01_EVIDENCE/Non-Indian/Pfizer/ed1c4a6373fed5dc__Pfizer_SEC_Financials.xlsx,01_FINANCIAL_DATA,Other,1109160
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Quarterly/Pfizer_yfinance_quarterly_cashflow.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/2f5767f2633e0756__Pfizer_yfinance_quarterly_cashflow.csv,01_EVIDENCE/Non-Indian/Pfizer/2f5767f2633e0756__Pfizer_yfinance_quarterly_cashflow.csv,01_FINANCIAL_DATA,Quarterly,3887
02_NON_INDIAN_COMPANIES/Pfizer/01_FINANCIAL_DATA/Quarterly/Pfizer_Balance_Sheet_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Pfizer/66db046a88279880__Pfizer_Balance_Sheet_Quarters.csv,01_EVIDENCE/Non-Indian/Pfizer/66db046a88279880__Pfizer_Balance_Sheet_Quarters.csv,01_FINANCIAL_DATA,Quarterly,33729
